
The number of Frequencies is 42

Test density of states: n-pentyl

    200         108573         109302         107018
    300   1.10467e+006   1.11471e+006   1.10416e+006
    400   9.47551e+006   9.57881e+006   9.52754e+006
    500   7.51875e+007    7.6118e+007   7.58565e+007
    600   5.66164e+008   5.73865e+008   5.72494e+008
    700   4.05869e+009    4.1181e+009   4.11086e+009
    800    2.7655e+010   2.80843e+010   2.80465e+010
    900   1.78827e+011   1.81741e+011   1.81547e+011
   1000   1.09676e+012   1.11537e+012    1.1144e+012
   1100   6.38153e+012   6.49356e+012   6.48894e+012
   1200   3.52578e+013   3.58953e+013   3.58738e+013
   1300   1.85209e+014   1.88644e+014   1.88548e+014
   1400   9.26437e+014   9.43992e+014   9.43577e+014
   1500   4.42035e+015   4.50501e+015   4.50328e+015
   1600   2.01539e+016    2.0529e+016    2.0522e+016
   1700   8.79654e+016   8.93504e+016   8.93237e+016
   1800   3.68218e+017   3.70915e+017   3.70816e+017
   1900   1.48086e+018   1.46386e+018   1.46351e+018
   2000   5.73182e+018   5.46856e+018   5.46738e+018
   2100   2.13881e+019   1.92545e+019   1.92507e+019
   2200    7.7065e+019   6.36949e+019   6.36836e+019
   2300   2.68545e+020   1.97677e+020   1.97645e+020
   2400   9.06342e+020   5.75679e+020   5.75593e+020
   2500   2.96684e+021   1.57569e+021   1.57548e+021
   2600   9.43191e+021   4.06388e+021   4.06337e+021
   2700   2.91581e+022   9.90732e+021   9.90615e+021
   2800   8.77591e+022   2.29092e+022   2.29067e+022
   2900   2.57449e+023   5.04231e+022   5.04179e+022
   3000   7.36922e+023   1.06003e+023   1.05993e+023

Normalization constants
456.256 0.169735
555.562 0.186478
655.11 0.197783
754.727 0.20574
854.411 0.212005
954.161 0.217116
1053.95 0.221325
1153.77 0.224914
1253.61 0.227963
1353.48 0.230605
1453.36 0.232934
1553.26 0.235017
1653.17 0.236888
1753.08 0.238585
1853 0.240138
1952.93 0.24157
2052.86 0.242891
2152.8 0.244114
2252.74 0.245248
2352.68 0.246302
2452.63 0.247285
2552.58 0.248204
2652.54 0.249063
2752.49 0.249869
2852.45 0.250629
2952.41 0.251345
3052.37 0.252023
3152.33 0.252665
3252.3 0.253276
3352.27 0.253857
3452.23 0.254411
3552.2 0.254941
3652.17 0.255446
3752.15 0.25593
3852.12 0.256394
3952.09 0.256839
4052.07 0.257266
4152.04 0.257677
4252.02 0.258072
4351.99 0.258452
4451.97 0.258819
4551.95 0.259173
4651.93 0.259515
4751.91 0.259845
4851.89 0.260165
4951.87 0.260474
5051.85 0.260774
5151.83 0.261064
5251.81 0.261346
5351.8 0.261619
5451.78 0.261884
5551.76 0.262142
5651.75 0.262392
5751.73 0.262636
5851.72 0.262873
5951.7 0.263103
6051.69 0.263328
6151.67 0.263547
6251.66 0.26376
6351.65 0.263968
6451.63 0.264171
6551.62 0.264369
6651.61 0.264563
6751.59 0.264752
6851.58 0.264936
6951.57 0.265116
7051.56 0.265293
7151.55 0.265465
7251.54 0.265634
7351.52 0.265799
7451.51 0.26596
7551.5 0.266119
7651.49 0.266274
7751.48 0.266425
7851.47 0.266574
7951.46 0.26672
8051.45 0.266863
8151.44 0.267003
8251.43 0.267141
8351.42 0.267276
8451.42 0.267408
8551.41 0.267539
8651.4 0.267666
8751.39 0.267792
8851.38 0.267915
8951.37 0.268036
9051.36 0.268155
9151.36 0.268272
9251.35 0.268387
9351.34 0.2685
9451.33 0.268611
9551.33 0.26872
9651.32 0.268828
9751.31 0.268933
9851.3 0.269037
9951.3 0.26914
10051.3 0.269241
10151.3 0.26934
10251.3 0.269438
10351.3 0.269534
10451.3 0.269629
10551.3 0.269723
10651.2 0.269815
10751.2 0.269906
10851.2 0.269995
10951.2 0.270083
11051.2 0.27017
11151.2 0.270256
11251.2 0.270341
11351.2 0.270424
11451.2 0.270506
11551.2 0.270587
11651.2 0.270667
11751.2 0.270746
11851.2 0.270824
11951.2 0.270901
12051.2 0.270977
12151.2 0.271052
12251.2 0.271126
12351.1 0.271199
12451.1 0.271271
12551.1 0.271343
12651.1 0.271413
12751.1 0.271483
12851.1 0.271551
12951.1 0.271619
13051.1 0.271686
13151.1 0.271752
13251.1 0.271818
13351.1 0.271883
13451.1 0.271947
13551.1 0.27201
13651.1 0.272072
13751.1 0.272134
13851.1 0.272195
13951.1 0.272256
14051.1 0.272315
14151.1 0.272375
14251.1 0.272433
14351.1 0.272491
14451 0.272548
14551 0.272605
14651 0.272661
14751 0.272716
14851 0.272771
14951 0.272825
15051 0.272879
15151 0.272932
15251 0.272984
15351 0.273036
15451 0.273088
15551 0.273139
15651 0.273189
15751 0.273239
15851 0.273289
15951 0.273338
16051 0.273387
16151 0.273435
16251 0.273482
16351 0.27353
16451 0.273576
16551 0.273623
16651 0.273668
16751 0.273714
16851 0.273759
16951 0.273803
17051 0.273848
17150.9 0.273891
17250.9 0.273935
17350.9 0.273978
17450.9 0.274021
17550.9 0.274063
17650.9 0.274105
17750.9 0.274146
17850.9 0.274187
17950.9 0.274228
18050.9 0.274269
18150.9 0.274309
18250.9 0.274348
18350.9 0.274388
18450.9 0.274427
18550.9 0.274466
18650.9 0.274504
18750.9 0.274542
18850.9 0.27458
18950.9 0.274618
19050.9 0.274655
19150.9 0.274692
19250.9 0.274728
19350.9 0.274765
19450.9 0.274801
19550.9 0.274836
19650.9 0.274872
19750.9 0.274907
19850.9 0.274942
19950.9 0.274976
20050.9 0.275011
20150.9 0.275045
20250.9 0.275079
20350.9 0.275112
20450.9 0.275146
20550.9 0.275179
20650.8 0.275211
20750.8 0.275244
20850.8 0.275276
20950.8 0.275308
21050.8 0.27534
21150.8 0.275372
21250.8 0.275403
21350.8 0.275434
21450.8 0.275465
21550.8 0.275496
21650.8 0.275526
21750.8 0.275557
21850.8 0.275587
21950.8 0.275617
22050.8 0.275646
22150.8 0.275676
22250.8 0.275705
22350.8 0.275734
22450.8 0.275763
22550.8 0.275791
22650.8 0.27582
22750.8 0.275848
22850.8 0.275876
22950.8 0.275904
23050.8 0.275931
23150.8 0.275959
23250.8 0.275986
23350.8 0.276013
23450.8 0.27604
23550.8 0.276067
23650.8 0.276093
23750.8 0.27612
23850.8 0.276146
23950.8 0.276172
24050.8 0.276198
24150.8 0.276224
24250.8 0.276249
24350.8 0.276274
24450.8 0.2763
24550.8 0.276325
24650.8 0.27635
24750.8 0.276374
24850.8 0.276399
24950.8 0.276423
25050.8 0.276448
25150.8 0.276472
25250.7 0.276496
25350.7 0.27652
25450.7 0.276543
25550.7 0.276567
25650.7 0.27659
25750.7 0.276614
25850.7 0.276637
25950.7 0.27666
26050.7 0.276682
26150.7 0.276705
26250.7 0.276728
26350.7 0.27675
26450.7 0.276773
26550.7 0.276795
26650.7 0.276817
26750.7 0.276839
26850.7 0.27686
26950.7 0.276882
27050.7 0.276904
27150.7 0.276925
27250.7 0.276946
27350.7 0.276967
27450.7 0.276989
27550.7 0.277009
27650.7 0.27703
27750.7 0.277051
27850.7 0.277072
27950.7 0.277092
28050.7 0.277112
28150.7 0.277133
28250.7 0.277153
28350.7 0.277173
28450.7 0.277193
28550.7 0.277212
28650.7 0.277232
28750.7 0.277252
28850.7 0.277271
28950.7 0.277291
29050.7 0.27731
29150.7 0.277329
29250.7 0.277348
29350.7 0.277367
29450.7 0.277386
29550.7 0.277405
29650.7 0.277423
29750.7 0.277442
29850.7 0.27746
29950.7 0.277479
30050.7 0.277497
30150.7 0.277515
30250.7 0.277533
30350.7 0.277551
30450.7 0.277569
30550.7 0.277587
30650.7 0.277605
30750.7 0.277622
30850.7 0.27764
30950.7 0.277657
31050.7 0.277674
31150.7 0.277692
31250.7 0.277709
31350.7 0.277726
31450.6 0.277743
31550.6 0.27776
31650.6 0.277777
31750.6 0.277794
31850.6 0.27781
31950.6 0.277827
32050.6 0.277843
32150.6 0.27786
32250.6 0.277876
32350.6 0.277892
32450.6 0.277909
32550.6 0.277925
32650.6 0.277941
32750.6 0.277957
32850.6 0.277973
32950.6 0.277988
33050.6 0.278004
33150.6 0.27802
33250.6 0.278035
33350.6 0.278051
33450.6 0.278066
33550.6 0.278082
33650.6 0.278097
33750.6 0.278112
33850.6 0.278127
33950.6 0.278142
34050.6 0.278157
34150.6 0.278172
34250.6 0.278187
34350.6 0.278202
34450.6 0.278217
34550.6 0.278231
34650.6 0.278246
34750.6 0.278261
34850.6 0.278275
34950.6 0.27829
35050.6 0.278304
35150.6 0.278318
35250.6 0.278332
35350.6 0.278347
35450.6 0.278361
35550.6 0.278375
35650.6 0.278389
35750.6 0.278402
35850.6 0.278416
35950.6 0.27843
36050.6 0.278444
36150.6 0.278458
36250.6 0.278471
36350.6 0.278485
36450.6 0.278498
36550.6 0.278512
36650.6 0.278525
36750.6 0.278538
36850.6 0.278551
36950.6 0.278565
37050.6 0.278578
37150.6 0.278591
37250.6 0.278604
37350.6 0.278617
37450.6 0.27863
37550.6 0.278643
37650.6 0.278656
37750.6 0.278668
37850.6 0.278681
37950.6 0.278694
38050.6 0.278706
38150.6 0.278719
38250.6 0.278731
38350.6 0.278744
38450.6 0.278756
38550.6 0.278768
38650.6 0.278781
38750.6 0.278793
38850.6 0.278805
38950.6 0.278817
39050.6 0.278829
39150.6 0.278841
39250.6 0.278853
39350.6 0.278865
39450.6 0.278877
39550.6 0.278889
39650.6 0.278901
39750.6 0.278913
39850.6 0.278924
39950.6 0.278936
40050.6 0.278948
40150.6 0.278959
40250.5 0.278971
40350.5 0.278982
40450.5 0.278994
40550.5 0.279005
40650.5 0.279016
40750.5 0.279028
40850.5 0.279039
40950.5 0.27905
41050.5 0.279061
41150.5 0.279072
41250.5 0.279084
41350.5 0.279095
41450.5 0.279106
41550.5 0.279117
41650.5 0.279127
41750.5 0.279138
41850.5 0.279149
41950.5 0.27916
42050.5 0.279171
42150.5 0.279181
42250.5 0.279192
42350.5 0.279203
42450.5 0.279213
42550.5 0.279224
42650.5 0.279234
42750.5 0.279245
42850.5 0.279255
42950.5 0.279266
43050.5 0.279276
43150.5 0.279286
43250.5 0.279297
43350.5 0.279307
43450.5 0.279317
43550.5 0.279327
43650.5 0.279337
43750.5 0.279347
43850.5 0.279358
43950.5 0.279368
44050.5 0.279378
44150.5 0.279387
44250.5 0.279397
44350.5 0.279407
44450.5 0.279417
44550.5 0.279427
44650.5 0.279437
44750.5 0.279446
44850.5 0.279456
44950.5 0.279466
45050.5 0.279475
45150.5 0.279485
45250.5 0.279495
45350.5 0.279504
45450.5 0.279514
45550.5 0.279523
45650.5 0.279533
45750.5 0.279542
45850.5 0.279551
45950.5 0.279561
46050.5 0.27957
46150.5 0.279579
46250.5 0.279588
46350.5 0.279598
46450.5 0.279607
46550.5 0.279616
46650.5 0.279625
46750.5 0.279634
46850.5 0.279643
46950.5 0.279652
47050.5 0.279661
47150.5 0.27967
47250.5 0.279679
47350.5 0.279688
47450.5 0.279697
47550.5 0.279706
47650.5 0.279714
47750.5 0.279723
47850.5 0.279732
47950.5 0.279741
48050.5 0.279749
48150.5 0.279758
48250.5 0.279767
48350.5 0.279775
48450.5 0.279784
48550.5 0.279792
48650.5 0.279801
48750.5 0.279809
48850.5 0.279818
48950.5 0.279826
49050.5 0.279835
49150.5 0.279843
49250.5 0.279851
49350.5 0.27986
49450.5 0.279868
49550.5 0.279876
49650.5 0.279885
49750.5 0.279893
49850.5 0.279902
49950.5 0.279911
50050.5 0.279926
50150.5 0.279956
50250.5 0.280047
50350.5 0.280354
50450.5 0.281451
50550.5 0.285427
50650.5 0.299894
50750.5 0.352593

Column Sums

6.75366e-017
2.84043e-018
-2.57681e-016
7.90698e-017
4.84613e-017
4.87622e-016
2.10576e-016
-1.42964e-016
9.4464e-018
-9.68093e-017
2.765e-016
8.87975e-017
3.48024e-016
4.9626e-017
-4.06525e-017
2.38643e-017
7.07024e-017
-1.28788e-016
-3.39983e-018
2.54742e-016
3.19752e-016
1.60418e-016
-1.05649e-016
8.95485e-018
2.30311e-016
-7.94473e-017
-1.24299e-016
6.07812e-018
2.81942e-016
4.16276e-018
-2.549e-016
6.65435e-017
5.44298e-017
2.23024e-016
2.98723e-018
-2.57265e-016
-1.3594e-016
2.82923e-016
-3.04705e-017
1.97514e-016
-7.11326e-017
-2.51836e-016
7.82928e-017
1.2494e-016
-6.6325e-017
1.25606e-016
1.20597e-016
-1.11078e-016
-1.89352e-016
4.89957e-017
1.36058e-016
1.06987e-016
-1.81052e-016
1.12335e-016
-1.04397e-016
6.31571e-017
9.10259e-017
-5.29604e-017
-1.64831e-016
-7.56612e-018
2.21268e-017
-1.34416e-016
1.48058e-016
-3.37182e-017
2.48108e-016
1.44957e-016
-1.98609e-016
-2.44801e-017
-7.25294e-017
-3.4257e-017
2.32056e-017
5.8839e-017
1.89063e-016
-1.88256e-016
-2.00974e-017
-3.16832e-017
-1.3855e-016
-1.16866e-016
-2.47799e-017
5.86712e-017
-9.85216e-017
-1.28428e-016
-2.45735e-017
1.28763e-016
6.08691e-017
1.92331e-016
1.41031e-016
-4.08007e-017
5.44104e-017
3.92002e-017
8.68039e-017
2.30699e-016
1.47296e-016
-2.42613e-017
-2.73419e-016
7.37036e-018
-1.7962e-016
2.92745e-017
1.67661e-017
2.01513e-016
4.37132e-017
7.62153e-017
1.01222e-016
-1.10126e-016
4.46446e-017
9.70792e-017
5.28506e-018
1.44232e-017
2.39617e-017
-6.64671e-017
5.51758e-017
-8.26812e-017
8.81121e-017
6.76731e-017
2.83924e-017
8.5658e-018
1.39158e-017
-1.9821e-016
8.6228e-017
1.28943e-016
1.66945e-016
9.24441e-017
7.08944e-017
-2.76142e-017
-4.26268e-017
2.25303e-016
-7.46763e-017
-3.43346e-017
-3.62459e-017
1.36353e-017
4.56484e-017
2.85972e-017
-8.4112e-017
2.20842e-017
6.90516e-017
3.90756e-017
4.601e-018
1.31591e-016
-9.73253e-017
6.0236e-017
-1.17976e-016
1.3245e-016
-4.15288e-017
-2.30708e-016
8.30758e-017
6.63482e-017
2.50689e-016
-5.04806e-017
5.99349e-017
-7.71365e-017
5.60561e-017
1.67027e-016
3.12955e-017
-1.38009e-016
8.7711e-017
7.29136e-017
9.32755e-019
2.6636e-016
1.45332e-016
1.03524e-016
-9.32253e-018
-5.29264e-017
1.41474e-016
1.83144e-016
-1.31751e-016
-4.80355e-017
-3.09925e-016
2.88675e-017
6.71345e-017
-1.96551e-016
-4.69817e-017
-7.89328e-017
-1.92433e-016
-8.28484e-017
-6.70335e-018
1.6248e-016
8.53701e-017
1.36234e-016
1.57714e-016
-6.65327e-018
1.71935e-016
4.60197e-018
-7.30917e-017
-1.29647e-016
-8.99734e-017
3.28794e-016
-7.68129e-018
-2.03508e-016
-4.5691e-017
-2.77614e-016
3.9982e-018
4.43556e-017
-8.68358e-017
5.8598e-017
9.40969e-017
3.51105e-017
1.20255e-016
-1.3755e-016
5.92724e-017
2.83631e-017
6.08284e-017
1.00285e-017
4.46038e-017
-5.30467e-017
1.25235e-017
4.66521e-017
-1.24072e-017
3.79826e-017
8.67781e-018
1.45547e-017
7.74007e-018
3.92971e-017
-6.03774e-017
7.10541e-018
-1.12389e-016
-5.22559e-017
1.32536e-016
1.46776e-016
1.07992e-016
-3.65991e-017
9.59245e-017
-9.56471e-017
-1.93661e-016
-1.21179e-017
-1.17757e-017
1.51648e-018
1.63023e-016
1.50572e-016
-1.8702e-016
-6.57283e-017
2.03685e-017
1.62156e-016
-9.63938e-017
-1.30824e-016
2.39955e-016
3.93863e-017
3.64927e-017
3.81785e-017
-2.14012e-016
1.33587e-016
-4.56312e-017
-1.22197e-016
-1.01691e-016
-2.27502e-016
-1.23306e-016
2.25252e-016
-1.23643e-016
-2.74357e-017
4.33385e-017
9.3807e-017
1.11543e-017
3.44803e-017
-6.59798e-017
-1.46257e-017
1.25029e-017
5.69464e-017
-3.09936e-018
7.31998e-017
-3.53651e-017
2.01605e-017
1.6009e-016
-1.16103e-017
4.99397e-017
-9.07088e-017
-2.26243e-017
2.18803e-016
4.92287e-017
5.18555e-017
-2.46553e-016
-3.53356e-017
-7.41311e-017
2.80221e-016
-5.86967e-017
-1.05199e-016
-8.18191e-017
-8.94687e-017
-2.34397e-017
-1.51928e-016
4.63881e-017
-1.75006e-016
6.07664e-017
-3.09159e-017
-2.1311e-016
-1.67733e-017
1.95463e-016
1.69154e-016
-7.34841e-017
4.85381e-017
1.25225e-016
1.89186e-016
-4.71239e-018
1.0479e-016
1.69118e-016
-1.14631e-017
-3.23384e-017
2.90617e-016
-1.50902e-017
3.44528e-017
1.21473e-016
6.55015e-017
8.86236e-017
1.68118e-017
-9.93655e-017
9.27849e-017
-1.57441e-017
9.68439e-017
1.76302e-017
9.49611e-017
1.22192e-016
-2.20495e-016
1.70852e-016
-1.02138e-016
-1.06358e-017
-6.79394e-017
-1.1376e-017
2.16223e-017
-3.82482e-016
-1.33333e-017
-7.34445e-017
8.7792e-017
-1.19273e-017
2.31793e-017
1.01688e-016
7.704e-017
7.2445e-017
-7.97227e-017
-1.46607e-016
2.11709e-016
-8.71797e-017
7.74407e-017
1.13063e-016
-9.52476e-017
8.97176e-017
4.91121e-017
4.63169e-017
-9.44824e-017
2.27112e-016
-5.62565e-017
1.82056e-016
3.01975e-017
7.46632e-018
1.0236e-016
5.46727e-017
1.75345e-016
1.80345e-018
2.28095e-016
-1.12604e-016
1.50052e-016
7.30385e-018
-4.56838e-017
1.15915e-016
-5.8746e-017
4.69557e-017
-1.44393e-016
2.68926e-017
-1.84194e-017
3.36443e-017
1.75919e-016
-2.49133e-017
-2.46059e-016
1.26722e-016
1.88943e-016
-1.1642e-016
5.95941e-017
-6.57645e-017
-3.81691e-017
8.97211e-017
-1.43091e-016
2.14731e-017
-1.66714e-016
-3.51015e-017
-1.28997e-016
-1.02309e-016
-7.60911e-017
-1.03002e-016
1.54942e-016
1.21107e-016
1.25729e-016
9.22205e-017
-2.09546e-016
-5.16448e-017
-5.56609e-018
1.46474e-016
5.18364e-017
-9.70408e-018
-1.1278e-016
8.38499e-017
2.0688e-017
-1.0829e-016
6.91985e-017
-1.42805e-017
8.66638e-017
1.01303e-016
2.75349e-016
-2.62583e-018
1.10505e-016
1.71827e-018
-5.63516e-017
5.04807e-017
1.16602e-016
-1.57863e-016
1.26576e-016
6.21357e-017
7.77651e-017
-1.18743e-016
1.04297e-016
-2.92411e-017
-1.01488e-016
-5.86225e-017
6.04892e-017
3.404e-017
-6.45409e-017
-4.75457e-017
-3.33177e-016
7.00415e-017
-4.68848e-017
6.98355e-017
-4.3779e-017
-1.39787e-016
-7.82512e-017
5.9904e-017
-9.08046e-017
-1.4347e-016
-5.72366e-017
-6.10406e-017
-4.22689e-017
7.37392e-018
-3.03994e-017
7.25851e-017
2.52058e-018
1.13775e-016
-2.28005e-017
-7.21121e-017
1.42014e-016
8.94718e-017
1.31091e-018
-3.66289e-017
-2.00975e-018
1.62022e-017
-7.22373e-017
9.33346e-017
4.9943e-017
-2.03745e-017
9.58864e-017
5.53155e-018
-1.08708e-017
1.26077e-016
7.74978e-017
1.20348e-017
1.26635e-016
2.30975e-017
-5.1274e-017
-8.73219e-018
-2.80207e-017
-5.76453e-017
3.54817e-017
7.79372e-017
5.75022e-017
8.51238e-017
2.76529e-017
-4.66879e-017
6.9852e-017
1.05293e-016
-1.85649e-016
-3.97518e-017
-8.6892e-017
2.21868e-017
5.98757e-017
1.43297e-016
-4.28194e-018
1.64224e-016
-3.21966e-018
4.00336e-018
-5.31942e-018
9.60477e-017
-6.77405e-017
-9.36717e-019
1.98331e-018
8.86293e-017
-6.17463e-017
-1.34788e-016
4.43462e-017
1.32446e-016
6.66842e-017
1.26832e-016
6.10801e-017
-7.277e-018
-1.03639e-017
-7.28452e-017
-1.12167e-016
4.74799e-017
-4.89362e-017
-8.99517e-018
4.10256e-017
-1.39769e-017
1.36711e-017
2.83959e-017
-1.35037e-016
1.83745e-016
1.39916e-016
-4.04407e-017
-7.89299e-017
1.30972e-016
-1.16226e-016
-1.70003e-016
-6.93889e-017
-1.38778e-016
0

The size of the collision matrix is: 1009


The number of Frequencies is 41

Test density of states: n-pentyl=TS=2-pentyl

    200        58489.9        58693.6        57479.1
    300         336930         338597         335403
    400   1.92433e+006   1.93636e+006     1.926e+006
    500   1.13238e+007   1.14079e+007   1.13688e+007
    600   6.79189e+007   6.84941e+007   6.83304e+007
    700    4.0714e+008   4.10957e+008   4.10235e+008
    800   2.40002e+009   2.42442e+009   2.42116e+009
    900   1.37589e+010   1.39083e+010   1.38935e+010
   1000   7.61729e+010   7.70463e+010   7.69799e+010
   1100   4.05566e+011   4.10434e+011   4.10142e+011
   1200   2.07202e+012   2.09789e+012   2.09663e+012
   1300   1.01482e+013   1.02792e+013    1.0274e+013
   1400   4.76431e+013   4.82759e+013   4.82547e+013
   1500   2.14506e+014   2.17406e+014   2.17322e+014
   1600   9.27003e+014   9.39276e+014    9.3896e+014
   1700   3.84949e+015   3.89296e+015    3.8918e+015
   1800   1.53799e+016   1.54591e+016   1.54549e+016
   1900   5.91987e+016   5.86501e+016   5.86361e+016
   2000   2.19828e+017   2.11729e+017   2.11683e+017
   2100   7.88627e+017    7.2419e+017   7.24049e+017
   2200     2.737e+018   2.33867e+018   2.33825e+018
   2300   9.20191e+018   7.11597e+018   7.11481e+018
   2400    3.0009e+019   2.03915e+019   2.03884e+019
   2500   9.50476e+019   5.50827e+019   5.50751e+019
   2600   2.92735e+020   1.40538e+020    1.4052e+020
   2700   8.77721e+020    3.3958e+020    3.3954e+020
   2800   2.56487e+021   7.79439e+020   7.79353e+020
   2900   7.31242e+021   1.70494e+021   1.70477e+021
   3000     2.036e+022   3.56553e+021   3.56519e+021

Test of microcanonical rate coefficients

    200   2.16483e-014
    300   8.62067e-006
    400       0.165717
    500        61.3427
    600        3179.51
    700        53745.9
    800         451302
    900    2.3764e+006
   1000    9.0217e+006
   1100   2.69834e+007
   1200   6.74559e+007
   1300   1.46826e+008
   1400   2.86338e+008
   1500   5.10115e+008
   1600   8.39937e+008
   1700   1.28615e+009
   1800   1.83871e+009
   1900   2.46602e+009
   2000   3.12442e+009
   2100   3.77208e+009
   2200   4.37857e+009
   2300   4.92722e+009
   2400   5.41256e+009
   2500   5.83632e+009
   2600   6.20391e+009
   2700   6.52217e+009
   2800   6.79801e+009
   2900   7.03778e+009
   3000   7.24703e+009

Test of microcanonical rate coefficients

    200   9.06195e-022
    300   4.10117e-010
    400    0.000275899
    500       0.865877
    600        185.607
    700        8584.03
    800         152235
    900   1.42502e+006
   1000    8.5284e+006
   1100   3.68664e+007
   1200   1.24855e+008
   1300   3.50321e+008
   1400   8.46324e+008
   1500   1.80522e+009
   1600   3.45035e+009
   1700    5.9601e+009
   1800   9.37114e+009
   1900   1.35313e+010
   2000   1.81472e+010
   2100    2.2891e+010
   2200   2.74919e+010
   2300   3.17748e+010
   2400   3.56545e+010
   2500     3.911e+010
   2600   4.21588e+010
   2700   4.48371e+010
   2800   4.71879e+010
   2900   4.92538e+010
   3000   5.10744e+010

Test of microcanonical rate coefficients

    200   5.72079e-021
    300   1.21644e-009
    400    0.000560931
    500        1.40346
    600        258.659
    700        10738.9
    800         175645
    900   1.54385e+006
   1000    8.7858e+006
   1100   3.64461e+007
   1200   1.19267e+008
   1300    3.2509e+008
   1400   7.66354e+008
   1500   1.60152e+009
   1600   3.01064e+009
   1700   5.13377e+009
   1800   7.99372e+009
   1900   1.14599e+010
   2000   1.52883e+010
   2100   1.92092e+010
   2200   2.30013e+010
   2300   2.65229e+010
   2400   2.97063e+010
   2500   3.25362e+010
   2600   3.50288e+010
   2700    3.7215e+010
   2800   3.91311e+010
   2900   4.08129e+010
   3000   4.22932e+010

      -0.123083
      -0.101551
     -0.0963555
     -0.0823599
     -0.0712816
     -0.0679006
     -0.0503999
     -0.0501139
  -5.00218e-006
   -2.6782e-009

